CLAVE,CAT_MANEJO,NOM_ANP,TIPO_POL,NOM_POLIG,FEC_DECRET,ESTADO,MUNICIPIO,CAT_UICN,FUENTE,SUP_DECRE,HECTARES,SUPTER_CAL,SUPMAR_CAL,Has_Ramsar,FID_Concesiones_mineras_Agosto_2012,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO_1,ESTAMU,FECHA_SOL,SUPERFICIE,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,HECTAREAS
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25274,235079,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. B,SABINAS,COAH.,08/03/2009,41.92,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,41.6882028434
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6034,226232,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. II,SABINAS,COAH.,12/16/1999,37.07,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,36.8608083654
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6144,219408,,,214629,EXPLOT.,7/1.3/939,96,SAN CARLOS (RETITULACION),SABINAS,COAH.,09/13/1999,608.7,"FERVIM INGENIERIA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/04/2003,10/25/2051,,,VIGENTE,,,605.335395811
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6034,226232,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. II,SABINAS,COAH.,12/16/1999,37.07,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,36.8608083654
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15027,205060,,,,EXPLOR.,7797,96,LUPITA FRACCION II,SABINAS,COAH.,10/10/1994,3.582,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR,,,,,,,,,06/17/1997,06/16/2003,,,VIGENTE,,,3.5620316149
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6035,226233,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. III,SABINAS,COAH.,12/16/1999,1.85,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,1.8400657877
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6081,222927,,,205059,EXPLOT.,7/1.3/1356,96,LUPITA FRACCION I,SABINAS,COAH.,05/27/2003,7261,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR,,,,,,,,,09/21/2004,09/20/2054,,,VIGENTE,,,7219.44988316
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6035,226233,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. III,SABINAS,COAH.,12/16/1999,1.85,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,1.8400657877
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25273,235078,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. A,SABINAS,COAH.,08/03/2009,210.3,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,209.182324776
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6035,226233,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. III,SABINAS,COAH.,12/16/1999,1.85,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,1.8400657877
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25274,235079,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. B,SABINAS,COAH.,08/03/2009,41.92,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,41.6882028434
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6036,226234,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. IV,SABINAS,COAH.,12/16/1999,3.075,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,3.0577327185
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6081,222927,,,205059,EXPLOT.,7/1.3/1356,96,LUPITA FRACCION I,SABINAS,COAH.,05/27/2003,7261,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR,,,,,,,,,09/21/2004,09/20/2054,,,VIGENTE,,,7219.44988316
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6036,226234,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. IV,SABINAS,COAH.,12/16/1999,3.075,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,3.0577327185
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25273,235078,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. A,SABINAS,COAH.,08/03/2009,210.3,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,209.182324776
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6037,226235,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. V,SABINAS,COAH.,12/16/1999,13.42,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,13.3452183585
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6144,219408,,,214629,EXPLOT.,7/1.3/939,96,SAN CARLOS (RETITULACION),SABINAS,COAH.,09/13/1999,608.7,"FERVIM INGENIERIA, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn,,,,,03/04/2003,10/25/2051,,,VIGENTE,,,605.335395811
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6037,226235,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. V,SABINAS,COAH.,12/16/1999,13.42,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,13.3452183585
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6165,219366,,,217489,EXPLOT.,7/1.3/886,96,AMPLIACION SAN FELIPE II,SABINAS,COAH.,06/29/1999,77.73,"MINERA EL HONDO, S.A. DE C.V.",CAR,,,,,,,,,02/27/2003,07/15/2052,,,VIGENTE,,,77.3010958478
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6037,226235,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. V,SABINAS,COAH.,12/16/1999,13.42,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,13.3452183585
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25273,235078,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. A,SABINAS,COAH.,08/03/2009,210.3,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,209.182324776
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6038,226236,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. VI,SABINAS,COAH.,12/16/1999,5.324,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,5.2947866875
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25273,235078,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. A,SABINAS,COAH.,08/03/2009,210.3,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,209.182324776
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6039,226237,,,198612,EXPLOT.,7/1/1034,96,GUADALUPE VICTORIA FRACC. II FRACC. VII,SABINAS,COAH.,12/16/1999,0.5366,EJIDO GUADALUPE VICTORIA,CAR,TSP,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,0.5337153351
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,25273,235078,,,211911,D-EXPLOR,7/3/143,7,MEXA II FRAC. A,SABINAS,COAH.,08/03/2009,210.3,"ALVA RAM DE AGUJITA, S.A. DE C.V.",,CAR,,,,,,,,10/02/2009,07/27/2050,,,VIGENTE,,,209.182324776
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6040,226239,,,203809,EXPLOT.,7/1/1305,96,ALAMO FRACC. A,SABINAS,COAH.,03/18/2002,135.5,JOSE PABLO GUZMAN LOPEZ Y SOCIOS,POT,,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,134.702971578
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6229,216696,,,198842,EXPLOT.,7/1.3/875,96,AMPL. A KAKANAPO CHICO,MUZQUIZ,COAH.,06/04/1999,93.33,"MINERA SIDERURGICA DE COAHUILA, S.A. DE C.V.",,,,,,,,,,05/17/2002,05/16/2052,,,VIGENTE,,,92.8023210133
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6040,226239,,,203809,EXPLOT.,7/1/1305,96,ALAMO FRACC. A,SABINAS,COAH.,03/18/2002,135.5,JOSE PABLO GUZMAN LOPEZ Y SOCIOS,POT,,,,,,,,,12/02/2005,12/01/2055,,,VIGENTE,,,134.702971578
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15039,210558,,,,EXPLOR.,7974,96,HUECO 2 FRACC. II,MUZQUIZ,COAH.,10/02/1995,3.681,"COMPAÑIA MINERA ZAPALINAME, S.A. DE C.V.",,,,,,,,,,10/29/1999,10/28/2005,,,VIGENTE,,,3.6602095179
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6043,225871,,,210560,EXPLOT.,7/1/1507,7,EL RETOÑO,SABINAS,COAH.,09/09/2005,19.71,RAFAEL ROBLES REYES,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,19.598998696
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6159,219356,,,216861,EXPLOT.,7/1.3/888,96,LOS MORALES III,SABINAS,COAH.,06/30/1999,567.5,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR,,,,,,,,,02/27/2003,06/04/2052,,,VIGENTE,,,564.436802137
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6043,225871,,,210560,EXPLOT.,7/1/1507,7,EL RETOÑO,SABINAS,COAH.,09/09/2005,19.71,RAFAEL ROBLES REYES,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,19.598998696
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6185,219161,,,216890,EXPLOT.,7/4/7,96,LA REYNA FRACC. II,SABINAS,COAH.,11/21/2002,22.31,"COMPAÑIA MINERA AMECA, S.A. DE C.V.",CAR,,,,,,,,,02/14/2003,06/04/2052,,,VIGENTE,,,22.1836039515
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6043,225871,,,210560,EXPLOT.,7/1/1507,7,EL RETOÑO,SABINAS,COAH.,09/09/2005,19.71,RAFAEL ROBLES REYES,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,19.598998696
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6232,216700,,,206629,EXPLOT.,7/1.3/1092,96,LOS MORALES,SABINAS,COAH.,02/21/2000,624.9,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR,,,,,,,,,05/17/2002,05/16/2052,,,VIGENTE,,,621.498575125
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6043,225871,,,210560,EXPLOT.,7/1/1507,7,EL RETOÑO,SABINAS,COAH.,09/09/2005,19.71,RAFAEL ROBLES REYES,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,19.598998696
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,15024,211206,,,,EXPLOR.,8134,96,STA. CRUZ FRACCION I,SABINAS,COAH.,05/30/1996,322.1,CRUZ ALBERTO FLORES VEGA,CAR,,,,,,,,,04/11/2000,04/10/2006,,,VIGENTE,,,320.235244987
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6044,225879,,,201581,EXPLOT.,7/1.3/1251,96,CALVILLO I,MUZQUIZ,COAH.,10/09/2001,105,URBANO ALEJANDRO GARZA DE LA GARZA Y SOCIOS,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,104.460300977
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6077,222794,,,202482,EXPLOT.,7/1.3/1279,96,LA GAVIOTA,MUZQUIZ,COAH.,11/22/2001,647.7,"MATERIALES INDUSTRIALIZADOS, S.A. DE C.V.",CAR,,,,,,,,,09/02/2004,09/01/2054,,,VIGENTE,,,644.324344564
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6044,225879,,,201581,EXPLOT.,7/1.3/1251,96,CALVILLO I,MUZQUIZ,COAH.,10/09/2001,105,URBANO ALEJANDRO GARZA DE LA GARZA Y SOCIOS,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,104.460300977
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14776,221007,,,,EXPLOR.,14613,7,Z FRACC. I,MUZQUIZ,COAH.,08/31/1999,25.95,VICTOR MANUEL FUENTES FLORES,CAR,,,,,,,,,11/13/2003,11/12/2009,,,VIGENTE,,,25.8128738244
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,6046,225881,,,201588,EXPLOT.,7/1.3/1253,96,CALVILLO III,MUZQUIZ,COAH.,10/09/2001,100,RODOLFO ALFREDO GARZA DE LA GARZA,CAR,TSP,,,,,,,,11/04/2005,11/03/2055,,,VIGENTE,,,99.4874257364
No ANP,No. 1769 Humedal designado a la lista de Humedales de Importancia Internacional de Ramsar,No ANP,Poligono envolvente,Laguna de Cuyutlán vasos III y IV,39480,Coahuila,"Múzquiz, San Juan de Sabinas, Morelos, Sabinas, Villa Unión, Juárez y Progreso",n/a,"CONANP Pagina WEB, Septiembre 2011",603123,599842.60444,0,0,599842.604442,14777,221008,,,,EXPLOR.,14613,7,Z FRACC. II,MUZQUIZ,COAH.,08/31/1999,16.41,VICTOR MANUEL FUENTES FLORES,CAR,,,,,,,,,11/13/2003,11/12/2009,,,VIGENTE,,,16.3274233163
