NOMBRE,CAT_DECRET,CAT_MANEJO,ULT_DECRET,ESTADOS,MUNICIPIOS,REGION,ID_ANP,SUPERFICIE,S_TERRES,S_MARINA,TITULO,IDENTICO,TITU_DERIV,TITULO_ANT,CLASE,EXPEDIENTE,AGENCIA,NOMBRELOTE,MUNICIPIO,ESTAMU,FECHA_SOL,SUPERFICIE_1,TITULAR,SUST1,SUST2,SUST3,SUST4,SUST5,SUST6,SUST7,SUST8,SUST9,EXPEDICION,VIGENCIA,ISLA,OBSERVA,CONDICION,TIPO_CAN,FECHA_OF,Superficie total de concesión,Superficie intersección ANP
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240786, , , ,EXPLOR.,45/17484,45,LAS CEBOLLAS,ATENGUILLO,JAL.,09/26/2011,2582,ABEL RAMOS GONZALEZ Y SOCIOS,Fe,Au,Ag,Cu,TSP, , , , ,07/17/2012,07/16/2062, , ,VIGENTE, , ,2562.95904672,0.0001382652
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235618, , , ,EXPLOR.,28899,93,EL ARQUITO,VILLANUEVA,ZAC.,09/21/2009,388.799987793,ELISIEL MORENO GUERRERO,POT,TSP, , , , , , , ,01/22/2010,01/21/2060, , ,VIGENTE, , ,384.728478998,28.4988286201
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240219, , , ,EXPLOR.,33590,93,SANTA MARTHA 2,VILLANUEVA,ZAC.,02/28/2012,96.9800033569,JESUS ARNULFO GARZA TREVIÑO,POT,TSP, , , , , , , ,04/27/2012,04/26/2062, , ,VIGENTE, , ,95.9573911741,28.4988286201
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,143806, , , ,EXPLOT.,1477,47,AMPL. DE LA QUITERIA,SAN SEBASTIAN DEL OESTE,JAL.,06/09/1960,4,ENCARNACION AGUILERA DE BERMUDEZ,Au,Ag, , , , , , , ,07/31/1965,07/30/1990, , ,VIGENTE, , ,3.9656205631,3.9651822504
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235753, , ,225026,R-EXPLOT,3/2/46,47,SAN SEBASTIAN 1- R1,SAN SEBASTIAN DEL OESTE,JAL.,06/25/2009,2809,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",TSP,Ag,Au, , , , , , ,02/24/2010,07/07/2055, , ,VIGENTE, , ,2834.75372923,3.9651822504
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235643, , , ,EXPLOR.,16736,45,LA PERLA,HOSTOTIPAQUILLO,JAL.,05/02/2008,100,JOSE DE JESUS RUBIO RUBIO Y SOCIOS,Au,Ag,Cu,OPA,TSP, , , , ,02/05/2010,02/04/2060, ,CANCELADO EN PROCESO DE PUB. LIB. DE TERR.,CANCELADO,PD,03/10/2011,99.1117665749,0.0003026372
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236138, , , ,EXPLOR.,16738,45,LA VELADORA,ETZATLAN,JAL.,05/06/2008,28,JOSE ALBERTO TERRIQUEZ NAVA Y SOCIOS,Au,Ag,Cu,Fe,TSP, , , , ,05/14/2010,05/13/2060, , ,CANCELADO,PD,10/12/2011,27.7511874201,0.0003026372
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235671, , , ,EXPLOR.,28709,93,AMPL. CERRO DEL CHIVO,JUCHIPILA,ZAC.,10/29/2009,328,UBALDO QUINTERO MAGALLANES,POT,TSP, , , , , , , ,02/12/2010,02/11/2060, , ,VIGENTE, , ,324.902405469,324.9130554099
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240506, , , ,EXPLOR.,31967,93,GUANG DONG,TEUL DE GONZALEZ ORTEGA,ZAC.,10/20/2010,94760,"DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.",Fe,Cu,TSP, , , , , , ,06/12/2012,06/11/2062, , ,VIGENTE, , ,98522.7344213,324.9130554099
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235817, , , ,EXPLOR.,28904,93,LOS CHIVOS,JUCHIPILA,ZAC.,10/14/2009,210,JUAN ENRIQUE MICHEL ARAMBULA,POT,TSP, , , , , , , ,03/12/2010,03/11/2060, , ,VIGENTE, , ,208.013844539,177.1994298656
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240506, , , ,EXPLOR.,31967,93,GUANG DONG,TEUL DE GONZALEZ ORTEGA,ZAC.,10/20/2010,94760,"DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.",Fe,Cu,TSP, , , , , , ,06/12/2012,06/11/2062, , ,VIGENTE, , ,98522.7344213,177.1994298656
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235830, , , ,EXPLOR.,34246,25,VALERIA 2,SUCHIL,DGO.,10/27/2009,6000,"MINERA CANASIL, S.A. DE C.V.",POT,TSP, , , , , , , ,03/19/2010,03/18/2060, , ,VIGENTE, , ,5934.88692223,0.000208165
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235833, , , ,EXPLOR.,34265,25,VALERIA 3 FRACCION 2,SUCHIL,DGO.,12/07/2009,1999,"MINERA CANASIL, S.A. DE C.V.",POT,TSP, , , , , , , ,03/19/2010,03/18/2060, , ,VIGENTE, , ,1977.29147013,0.000208165
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235832, , , ,EXPLOR.,34265,25,VALERIA 3 FRACCION 1,SUCHIL,DGO.,12/07/2009,1930,"MINERA CANASIL, S.A. DE C.V.",POT,TSP, , , , , , , ,03/19/2010,03/18/2060, , ,VIGENTE, , ,1909.0698206,0.0069586523
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,238496, , , ,EXPLOR.,33474,93,URICA,CHALCHIHUITES,ZAC.,03/14/2011,27050,"MINERA SIERRA VIEJA, S.A. DE C.V.",POT,TSP, , , , , , , ,09/23/2011,09/22/2061, , ,VIGENTE, , ,26760.1836343,0.0069586523
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,235891, , , ,EXPLOR.,28912,93,LOS LIMONES,JUCHIPILA,ZAC.,11/23/2009,90,LAURENTINO ENRIQUEZ CIDA,POT,TSP, , , , , , , ,03/26/2010,03/25/2060, , ,VIGENTE, , ,89.1426415414,89.1455492984
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240506, , , ,EXPLOR.,31967,93,GUANG DONG,TEUL DE GONZALEZ ORTEGA,ZAC.,10/20/2010,94760,"DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.",Fe,Cu,TSP, , , , , , ,06/12/2012,06/11/2062, , ,VIGENTE, , ,98522.7344213,89.1455492984
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236008, , , ,EXPLOR.,30139,93,CERRO SANTA CRUZ,JUCHIPILA,ZAC.,01/11/2010,190,UBALDO QUINTERO MAGALLAÑES,POT,TSP, , , , , , , ,04/28/2010,04/27/2060, , ,VIGENTE, , ,188.186371015,0.4725998029
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240506, , , ,EXPLOR.,31967,93,GUANG DONG,TEUL DE GONZALEZ ORTEGA,ZAC.,10/20/2010,94760,"DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.",Fe,Cu,TSP, , , , , , ,06/12/2012,06/11/2062, , ,VIGENTE, , ,98522.7344213,0.4725998029
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236119, , , ,EXPLOR.,29781,93,ORO 1,MEZQUITAL DEL ORO,ZAC.,12/07/2009,63.3800010681,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",POT,TSP, , , , , , , ,05/11/2010,05/10/2060, , ,VIGENTE, , ,62.7899019598,0.1165387328
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236864, , , ,EXPLOR.,29956,93,SIERRA,MEZQUITAL DEL ORO,ZAC.,12/07/2009,26.9799995422,"MINERA CIMA, S.A. DE C.V.",POT,TSP, , , , , , , ,09/14/2010,09/13/2060, , ,VIGENTE, , ,26.7266246164,0.1165387328
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236143, , , ,EXPLOR.,7609,59,LA GUAJERA,AMATLAN DE CAÑAS,NAY.,06/09/2009,19.8099994659,ALFREDO PILAR NUÑEZ ZEPEDA Y SOCIOS,Au,Ag,Pb,Zn,Mn,TSP, , , ,05/14/2010,05/13/2060, , ,VIGENTE, , ,19.6359650093,0.0584619516
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236972, , , ,EXPLOR.,7680,59,EL TIGRE,AHUACATLAN,NAY.,02/03/2010,290.5,JUAN CARLOS NUÑEZ GONZALEZ Y SOCIOS,Au,Ag,Cu,TSP, , , , , ,10/08/2010,10/07/2060, , ,VIGENTE, , ,287.964884759,0.0584619516
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236158, , ,216435,R-EXPLOR,3/2/49,59,EL PILON 2 - R1,AMATLAN DE CAÑAS,NAY.,06/25/2003,229.6999969482,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",Au,Ag,TSP, , , , , , ,05/14/2010,05/16/2052, , ,VIGENTE, , ,247.781519028,4.0371002416
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240213, , , ,EXPLOR.,7903,59,SAN JOSE,AMATLAN DE CAÑAS,NAY.,11/23/2011,136.1000061035,JOSE JULIO ARIAS GUTIERREZ,Fe,Au,Ag,Cu,TSP, , , , ,04/27/2012,04/26/2062, , ,VIGENTE, , ,134.928624446,4.0371002416
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236457, , , ,EXPLOR.,7557,59,EL GUAYAVITO FRACCION II,IXTLAN DEL RIO,NAY.,08/27/2008,66.3399963379,FELIPE GONZALEZ MARISCAL Y SOCIOS,Au,Ag,Cu,TSP, , , , , ,07/02/2010,07/01/2060, , ,VIGENTE, , ,65.7292910715,64.3861983493
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,239735, , , ,EXPLOR.,17468,45,PICACHOS IV,HOSTOTIPAQUILLO,JAL.,08/16/2011,4091,FELIPE CHAVEZ SERRANO Y SOCIOS,Fe,Au,Ag,TSP, , , , , ,02/15/2012,02/14/2062, , ,VIGENTE, , ,4279.71197115,64.3861983493
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236561, , ,210716,R-EXPLOR,3/2/47,45,EL BARQUEÑO  FRACCION II,MIXTLAN,JAL.,06/25/2009,7228,"INDUSTRIAL MINERA MEXICO, S.A. DE C.V.",POT,TSP, , , , , , , ,07/09/2010,11/10/2049, , ,VIGENTE, , ,7378.26192389,0.0418072469
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,237480, , , ,EXPLOR.,17131,45,EL TECOLOTE FRACC. 1,GUACHINANGO,JAL.,06/25/2010,1508,"MINERA DE CORDILLERAS, S. DE R.L. DE C.V.",POT,TSP, , , , , , , ,12/21/2010,12/20/2060, , ,VIGENTE, , ,1495.54065912,0.0418072469
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236660, , , ,EXPLOR.,17010,45,EL ABUELO,SAN SEBASTIAN DEL OESTE,JAL.,10/26/2009,1200,JORGE MEZA FRANCO Y SOCIOS,Au,Ag,Cu,TSP, , , , , ,08/06/2010,08/05/2060, , ,VIGENTE, , ,1189.37221621,0.003027082
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,237722, , , ,EXPLOR.,17171,45,TIANJIN,SAN SEBASTIAN DEL OESTE,JAL.,08/13/2010,3197,"DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.",Cu,TSP,Fe, , , , , , ,04/26/2011,04/25/2061, , ,VIGENTE, , ,3168.9395207,0.003027082
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236694, , , ,EXPLOR.,17019,45,SUSY,CUAUTLA,JAL.,11/17/2009,500,ALEJANDRO BRIONES Y GARCIA, , ,Au,Ag,Pb,Cu,Zn, , ,08/25/2010,08/24/2060, , ,VIGENTE, , ,496.27627654,9.09367786748441E-005
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240786, , , ,EXPLOR.,45/17484,45,LAS CEBOLLAS,ATENGUILLO,JAL.,09/26/2011,2582,ABEL RAMOS GONZALEZ Y SOCIOS,Fe,Au,Ag,Cu,TSP, , , , ,07/17/2012,07/16/2062, , ,VIGENTE, , ,2562.95904672,9.09367786748441E-005
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236737, , , ,EXPLOR.,7679,59,ACAZAC,AHUACATLAN,NAY.,02/02/2010,401,"BRICH MINERALES, S.A. DE C.V.",Au,Ag,Pb,Cu,Zn, , , , ,08/26/2010,08/25/2060, , ,VIGENTE, , ,397.46859286,0.1105437043
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240213, , , ,EXPLOR.,7903,59,SAN JOSE,AMATLAN DE CAÑAS,NAY.,11/23/2011,136.1000061035,JOSE JULIO ARIAS GUTIERREZ,Fe,Au,Ag,Cu,TSP, , , , ,04/27/2012,04/26/2062, , ,VIGENTE, , ,134.928624446,0.1105437043
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,236822, , , ,EXPLOR.,30196,93,LOS MONOS,JUCHIPILA,ZAC.,04/29/2010,95,UBALDO QUINTERO MAGALLANES,POT,TSP, , , , , , , ,09/03/2010,09/02/2060, , ,VIGENTE, , ,94.0965077288,94.0995366269
CADNR043,AREA DE PROTECCION DE LOS RECURSOS NATURALES ZONA PROTECTORA FORESTAL,APRN,11/7/2002,"AGUASCALIENTES, JALISCO, DURANGO, NAYARIT Y ZACATECAS","ABARCA 4 MUNICIPIOS DE AGUASCALIENTES; 5 DE DURANGO, 30 DE JALISCO; 16 DE NAYARIT Y 22 DE ZACATECAS.",Norte y Sierra Madre Occidental,147,2329026.75717,2329026.75717,0,240506, , , ,EXPLOR.,31967,93,GUANG DONG,TEUL DE GONZALEZ ORTEGA,ZAC.,10/20/2010,94760,"DESARROLLO MINERO UNIFICADO DE MEXICO, S.A. DE C.V.",Fe,Cu,TSP, , , , , , ,06/12/2012,06/11/2062, , ,VIGENTE, , ,98522.7344213,94.0995366269
