CLIENTE,EDO,FOLIO,PRODUCTO,TONS,MONTO,
agropecuaria la capilla del noreste sa de cv,tamaulipas,280391228,sorgo,1524,465952.37,CALL
alejandro sauceda hernandez,tamaulipas,280391889,sorgo,381,112039.94,CALL
la prosperidad del norte spr de rl,tamaulipas,280391913,sorgo,1524,448159.78,CALL
productores de francisco villa las higuerillas spr de ri,tamaulipas,280391764,sorgo,10033,2950385.19,CALL
comercializadora   para   el desarrollo rural sa de cv,tamaulipas,280391798,sorgo,2286,672239.66,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391491,sorgo,2540,746932.96,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391525,sorgo,1270,373466.48,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391558,sorgo,2540,746932.96,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391582,sorgo,2540,746932.96,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391616,sorgo,381,112039.94,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391640,sorgo,23369,6871783.23,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391673,sorgo,11939,3510584.91,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391467,sorgo,635,186733.24,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391376,sorgo,4064,1195092.74,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391640,sorgo,1143,356136.5,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391673,sorgo,1143,356136.5,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391707,sorgo,20067,6252174.05,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391731,sorgo,1397,435277.94,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391251,sorgo,6477,2018106.81,CALL
comercializadora vallehermoso sa de cv,tamaulipas,280391285,sorgo,2032,633131.55,CALL
daniel treviño chantaca,tamaulipas,280391822,sorgo,2667,830985.16,CALL
eliseo josue garcia ramirez,tamaulipas,280391855,sorgo,1270,395707.22,CALL
venancio portales leal,tamaulipas,280391947,sorgo,254,79141.44,CALL
san isidro de anahuac spr de rl,tamaulipas,280391970,sorgo,381,118712.17,CALL
enrique rodriguez tamez,tamaulipas,280392002,sorgo,1524,474848.66,CALL
nicolas salas flores,tamaulipas,280392036,sorgo,4445,1384975.26,CALL
javier hernandez barbosa,tamaulipas,280392051,sorgo,6350,1978536.09,CALL
omar martinez valdez,tamaulipas,280392085,sorgo,2667,830985.16,CALL
omar martinez valdez,tamaulipas,280392119,sorgo,2286,712272.99,CALL
javier vazquez mendoza,tamaulipas,280392143,sorgo,6350,1978536.09,CALL
marcelina aguilera rodriguez,tamaulipas,280392176,sorgo,5080,1582828.87,CALL
jose luis alvarado vazquez,tamaulipas,280392200,sorgo,8128,2532526.2,CALL
javier vazquez mendoza,tamaulipas,280392234,sorgo,6858,2136818.98,CALL
marcelina aguilera rodriguez,tamaulipas,280392267,sorgo,3302,1028838.77,CALL
javier vazquez mendoza,tamaulipas,280392291,sorgo,635,197853.61,CALL
jose luis alvarado vazquez,tamaulipas,280392325,sorgo,635,197853.61,CALL
francisco flores hernandez,tamaulipas,280392358,sorgo,9779,3046945.58,CALL
roberto morales sanchez,tamaulipas,280392382,sorgo,10033,3126087.02,CALL
everardo ibarra huerta,tamaulipas,280392416,sorgo,8509,2651238.36,CALL
cooperativa  de  produccion agropecuaria los castrellon scl,tamaulipas,280392432,sorgo,22099,6885305.6,CALL
rogelio villasenor sanchez,tamaulipas,280392465,sorgo,4445,1384975.26,CALL
rogelio villasenor sanchez,tamaulipas,280392499,sorgo,2540,791414.44,CALL
rogelio villasenor sanchez,tamaulipas,280392523,sorgo,3175,989268.05,CALL
conagri spr de rl,tamaulipas,280392556,sorgo,28576,8903412.41,CALL
efrain cantu noyola,tamaulipas,280390998,sorgo,1270,179319.66,PUT
efrain cantu noyola,tamaulipas,280390998,sorgo,635,89659.83,PUT
efrain cantu noyola,tamaulipas,280391053,sorgo,1651,233115.56,PUT
efrain cantu noyola,tamaulipas,280391004,sorgo,1651,310216.79,PUT
efrain cantu noyola,tamaulipas,280391004,sorgo,381,71588.49,PUT
efrain cantu noyola,tamaulipas,280391061,sorgo,1270,238628.3,PUT
efrain cantu noyola,tamaulipas,280391061,sorgo,20,3746.46,PUT
efrain cantu noyola,tamaulipas,280391061,sorgo,361,67842.02,PUT
jose manuel ruiz cabrera,tamaulipas,280391012,sorgo,2921,893075.37,CALL
jose manuel ruiz cabrera,tamaulipas,280391012,sorgo,635,194146.82,CALL
jose manuel ruiz cabrera,tamaulipas,280391012,sorgo,381,123160.31,CALL
rosendo molina navarro,tamaulipas,280391079,sorgo,2921,944229.07,CALL
rosendo molina navarro,tamaulipas,280391079,sorgo,20,6445.39,CALL
rosendo molina navarro,tamaulipas,280391079,sorgo,361,116714.92,CALL
efrain cantu noyola,tamaulipas,280290016,maíz,1524,430367.19,PUT
corrales de engorda san pedro s de rl de cv,tamaulipas,280290040,maíz,1016,286911.46,PUT
corrales de engorda san pedro s de rl de cv,tamaulipas,280290040,maíz,254,71727.86,PUT
corrales de engorda san pedro s de rl de cv,tamaulipas,280290040,maíz,635,179319.66,PUT
corrales de engorda san pedro s de rl de cv,tamaulipas,280290040,maíz,635,179319.66,PUT
ganaderia integral sk sa de cv,tamaulipas,280290073,maíz,4826,1362829.42,PUT
grupo gusi s de pr de rl,tamaulipas,280290107,maíz,2921,824870.44,PUT
ganadería integral sk sa de cv,tamaulipas,280290131,maíz,1270,358639.32,PUT
forrajes el dollar s de rl,tamaulipas,280290164,maíz,254,71727.86,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,635,179319.66,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,254,71727.86,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,1270,358639.32,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,508,143455.73,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,127,35863.93,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,381,107591.8,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,508,143455.73,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290198,maíz,127,35863.93,PUT
efrain cantu noyola,tamaulipas,280290024,maíz,1651,620433.57,PUT
corrales de engorda san pedro s de rl de cv,tamaulipas,280290057,maíz,2540,954513.19,PUT
ganaderia integral sk sa de cv,tamaulipas,280290081,maíz,4191,1574946.76,PUT
ganaderia integral sk sa de cv,tamaulipas,280290081,maíz,74,27680.88,PUT
ganaderia integral sk sa de cv,tamaulipas,280290081,maíz,815,306398.73,PUT
grupo gusi s de pr de rl,tamaulipas,280290115,maíz,2540,954513.19,PUT
grupo gusi s de pr de rl,tamaulipas,280290115,maíz,4318,1622672.41,PUT
ganaderia integral sk sa de cv,tamaulipas,280290149,maíz,2855,1072872.82,PUT
ganaderia integral sk sa de cv,tamaulipas,280290149,maíz,193,72543,PUT
forrajes el dollar s de rl,tamaulipas,280290172,maíz,381,143176.98,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290206,maíz,127,47725.66,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290206,maíz,254,95451.32,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290206,maíz,889,334079.61,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290206,maíz,254,95451.32,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290206,maíz,127,47725.66,PUT
integradora ganadera de méxico sa de cv,tamaulipas,280290206,maíz,9525,3579424.44,PUT
villa santillana spr de ri,tamaulipas,280290123,maíz,9652,2951031.65,CALL
hortemio antonio saenz guerra,tamaulipas,280290156,maíz,4318,1320198.37,CALL
clemencia salinas segovia,tamaulipas,280290032,maíz,3175,970734.1,CALL
villa santillana spr de ri,tamaulipas,280290123,maíz,127,41053.44,CALL
gonzalo avalos martinez,tamaulipas,280290065,maíz,5080,1642137.51,CALL
jose luis alvarado vazquez,tamaulipas,280290180,maíz,635,205267.19,CALL
conagri spr de rl,tamaulipas,280290214,maíz,14987,4844305.65,CALL
dinora barrera padilla,tamaulipas,280290099,maíz,9906,3202168.14,CALL
productores y engordadores de bovinos del centro de veracruz sa de cv,veracruz,300290053,maíz,381,92023.28,PUT
productores y engordadores de bovinos del centro de veracruz sa de cv,veracruz,300290079,maíz,381,92023.28,PUT
productores y engordadores de bovinos del centro de veracruz sa de cv,veracruz,300290095,maíz,381,92023.28,PUT
gonzalo palacios catarino,veracruz,300290087,maíz,381,82014.95,CALL
julia del rosario martinez yepez,veracruz,300290061,maíz,381,82014.95,CALL
blanco demeneghi jose lenin,veracruz,300290103,maíz,381,82014.95,CALL
ganaderia integral vizur sa de cv,sinaloa,250295573,maíz,508,119732.27,PUT
agropecuaria js sa de cv,sinaloa,250295615,maíz,254,59866.14,PUT
carnes eg sa de cv,sinaloa,250295631,maíz,508,119732.27,PUT
carnes eg sa de cv,sinaloa,250295631,maíz,127,29933.07,PUT
ganaderia integral vizur sa de cv,sinaloa,250295581,maíz,508,146421.16,PUT
ganaderia integral vizur sa de cv,sinaloa,250295599,maíz,635,234921.51,PUT
ganaderia integral vizur sa de cv,sinaloa,250295599,maíz,127,46984.3,PUT
eleazar david castro pino,sinaloa,250295649,maíz,508,116766.84,CALL
eleazar david castro pino,sinaloa,250295649,maíz,127,29191.71,CALL
javier llamas leon,sinaloa,250295623,maíz,254,58383.42,CALL
agricola 5 hermanos sa de cv,sinaloa,250295607,maíz,1651,379492.24,CALL
agricola 5 hermanos sa de cv,sinaloa,250295607,maíz,127,29191.71,CALL
propias,sinaloa,n/a,sorgo,508,119732.27,PUT
propias,sinaloa,n/a,sorgo,508,146421.16,PUT
propias,sinaloa,n/a,sorgo,635,234921.51,PUT
propias,sinaloa,n/a,sorgo,1651,379492.24,PUT
mpg sa de cv,nayarit,180390072,sorgo,6985,904708.76,PUT
mpg sa de cv,nayarit,180390080,sorgo,7112,1107980.21,PUT
candelario bueno zambrano,nayarit,180390098,sorgo,14098,2911116.94,CALL
industrias melder sa de cv,nayarit,180390106,sorgo,1524,394782,PUT
industrias melder sa de cv,nayarit,180390122,sorgo,1524,394782,PUT
comercializadora  regional agropecuaria del noreste de nayarit spr de rl,nayarit,180390114,sorgo,1524,314715.35,CALL
el arrayanal & co spr de rl,nayarit,180390130,sorgo,1524,314715.35,CALL
buenaventura grupo pecuario sa de cv,campeche,40390072,sorgo,635,155225.53,PUT
agropecuaria mayacam spr de rl,campeche,40390080,sorgo,127,28450.35,CALL
agropecuaria mayacam spr de rl,campeche,40390080,sorgo,254,56900.71,CALL
agropecuaria mayacam spr de rl,campeche,40390080,sorgo,254,56900.71,CALL
buenaventura grupo pecuario sa de cv,chiapas,70390059,sorgo,2540,620902.11,PUT
playeria usumancita spr de rl de cv,chiapas,70390067,sorgo,2540,569007.05,CALL
trisorma spr de rl,tamaulipas,280392564,sorgo,254,74693.3,PUT
multiservicios 2001 sa de cv,tamaulipas,280392598,sorgo,3175,933666.2,PUT
asociación  ganadera  local  de productores y engordadores de la zona centro de tamaulipas,tamaulipas,280392622,sorgo,5080,1493865.92,PUT
multiservicios 2001 sa de cv,tamaulipas,280392655,sorgo,2921,858972.9,PUT
jose luis ramirez cavazos,tamaulipas,280392689,sorgo,254,74693.3,PUT
gena agropecuaria sa de cv,tamaulipas,280392713,sorgo,762,224079.89,PUT
gena agropecuaria sa de cv,tamaulipas,280392747,sorgo,1778,522853.07,PUT
gena agropecuaria sa de cv,tamaulipas,280392770,sorgo,1016,298773.18,PUT
posta el cuatro sa de cv,tamaulipas,280392804,sorgo,2667,784279.61,PUT
bachoco sa de cv,tamaulipas,280392838,sorgo,12701,3734664.8,PUT
bachoco sa de cv,tamaulipas,280392861,sorgo,10160,2987731.84,PUT
multiservicios 2001 sa de cv,tamaulipas,280392895,sorgo,1016,298773.18,PUT
bachoco sa de cv,tamaulipas,280392929,sorgo,1905,560199.72,PUT
rafael abrego osornio,tamaulipas,280392952,sorgo,2540,746932.96,PUT
granjas carroll de mexico s de rl de cv,tamaulipas,280392986,sorgo,5080,1493865.92,PUT
granjas carroll de mexico s de rl de cv,tamaulipas,280392986,sorgo,4699,1381825.98,PUT
granjas carroll de mexico s de rl de cv,tamaulipas,280392986,sorgo,127,37346.65,PUT
agrointernacional sa de cv,tamaulipas,280393000,sorgo,508,149386.59,PUT
la soledad de santa apolonia spr de rl,tamaulipas,280393034,sorgo,1397,410813.13,PUT
la soledad de santa apolonia spr de rl,tamaulipas,280393034,sorgo,127,37346.65,PUT
bachoco sa de cv,tamaulipas,280393067,sorgo,8636,2539572.06,PUT
bachoco sa de cv,tamaulipas,280393117,sorgo,1778,522853.07,PUT
bachoco sa de cv,tamaulipas,280393117,sorgo,5842,1717945.81,PUT
forrajes gutierrez sa de cv,tamaulipas,280393141,sorgo,4064,1195092.74,PUT
forrajes gutierrez sa de cv,tamaulipas,280393141,sorgo,1778,522853.07,PUT
forrajes gutierrez sa de cv,tamaulipas,280393166,sorgo,3429,1008359.5,PUT
forrajes gutierrez sa de cv,tamaulipas,280393166,sorgo,119,35105.85,PUT
forrajes gutierrez sa de cv,tamaulipas,280393166,sorgo,1151,338360.63,PUT
bachoco sa de cv,tamaulipas,280393182,sorgo,4572,1344479.33,PUT
malta texo de mexico sa de cv,tamaulipas,280393216,sorgo,5715,1680599.16,PUT
malta texo de mexico sa de cv,tamaulipas,280393216,sorgo,4953,1456519.27,PUT
malta texo de mexico sa de cv,tamaulipas,280393216,sorgo,1270,373466.48,PUT
rafael abrego osornio,tamaulipas,280393232,sorgo,2540,746932.96,PUT
alfredo casillas casillas,tamaulipas,280393265,sorgo,3048,896319.55,PUT
importadora de granos tepa sa de cv,tamaulipas,280393299,sorgo,2159,634893.02,PUT
importadora de granos tepa sa de cv,tamaulipas,280393299,sorgo,381,112039.94,PUT
susana manriquez manriquez,tamaulipas,280393323,sorgo,1143,336119.83,PUT
forrajes gutierrez sa de cv,tamaulipas,280393356,sorgo,4953,1456519.27,PUT
sociedad de produccion rural la india de san fernando s de pr de rs,tamaulipas,280393380,sorgo,2286,672239.66,PUT
sociedad de produccion rural la india de san fernando s de pr de rs,tamaulipas,280393380,sorgo,3302,971012.85,PUT
sociedad de produccion rural la india de san fernando s de pr de rs,tamaulipas,280393406,sorgo,2921,858972.9,PUT
posta el cuatro sa de cv,tamaulipas,280393422,sorgo,2540,746932.96,PUT
posta el cuatro sa de cv,tamaulipas,280393455,sorgo,2794,821626.26,PUT
gonvisa spr de rl de cv,tamaulipas,280393489,sorgo,1524,448159.78,PUT
gena agropecuaria sa de cv,tamaulipas,280393513,sorgo,1143,336119.83,PUT
multiservicios 2001 sa de cv,tamaulipas,280392606,sorgo,3175,1211675.43,PUT
asociacion ganadera local de productores y engordadores de la zona centro de tamaulipas,tamaulipas,280392630,sorgo,3937,1502477.53,PUT
asociacion ganadera local de productores y engordadores de la zona centro de tamaulipas,tamaulipas,280392630,sorgo,1143,436203.15,PUT
multiservicios 2001 sa de cv,tamaulipas,280392663,sorgo,381,145401.05,PUT
multiservicios 2001 sa de cv,tamaulipas,280392663,sorgo,2540,969340.34,PUT
jose luis ramirez cavazos,tamaulipas,280392697,sorgo,254,96934.03,PUT
gena agropecuaria sa de cv,tamaulipas,280392721,sorgo,2794,1066274.38,PUT
gena agropecuaria sa de cv,tamaulipas,280392721,sorgo,127,48467.02,PUT
gena agropecuaria sa de cv,tamaulipas,280392788,sorgo,3937,1502477.53,PUT
posta el cuatro sa de cv,tamaulipas,280392812,sorgo,5080,1938680.69,PUT
posta el cuatro sa de cv,tamaulipas,280392812,sorgo,2794,1066274.38,PUT
posta el cuatro sa de cv,tamaulipas,280392812,sorgo,2794,1066274.38,PUT
bachoco sa de cv,tamaulipas,280392846,sorgo,12828,4895168.74,PUT
bachoco sa de cv,tamaulipas,280392879,sorgo,11175,4264564.38,PUT
bachoco sa de cv,tamaulipas,280392879,sorgo,1,533.14,PUT
multiservicios 2001 sa de cv,tamaulipas,280392903,sorgo,4064,1550944.55,PUT
bachoco sa de cv,tamaulipas,280392937,sorgo,635,242335.09,PUT
rafael abrego osornio,tamaulipas,280392960,sorgo,2413,920873.33,PUT
rafael abrego osornio,tamaulipas,280392960,sorgo,127,48467.02,PUT
mex agrointernacional sa de cv,tamaulipas,280393018,sorgo,508,193868.07,PUT
la soledad de santa apolonia spr de rl,tamaulipas,280393042,sorgo,1397,533137.19,PUT
la soledad de santa apolonia spr de rl,tamaulipas,280393042,sorgo,127,48467.02,PUT
bachoco sa de cv,tamaulipas,280393075,sorgo,6350,2423350.86,PUT
bachoco sa de cv,tamaulipas,280393075,sorgo,2411,919903.99,PUT
bachoco sa de cv,tamaulipas,280393075,sorgo,3,969.34,PUT
bachoco sa de cv,tamaulipas,280393125,sorgo,7493,2859554.01,PUT
bachoco sa de cv,tamaulipas,280393125,sorgo,103,39403.68,PUT
bachoco sa de cv,tamaulipas,280393125,sorgo,151,57530.35,PUT
bachoco sa de cv,tamaulipas,280393190,sorgo,4572,1744812.62,PUT
bachoco sa de cv,tamaulipas,280393190,sorgo,124,47497.68,PUT
bachoco sa de cv,tamaulipas,280393190,sorgo,3,969.34,PUT
rafael abrego osornio,tamaulipas,280393240,sorgo,2540,969340.34,PUT
alfredo casillas casillas,tamaulipas,280393273,sorgo,3175,1211675.43,PUT
importadora de granos tepa sa de cv,tamaulipas,280393307,sorgo,2159,823939.29,PUT
importadora de granos tepa sa de cv,tamaulipas,280393307,sorgo,381,145401.05,PUT
susana manriquez manriquez,tamaulipas,280393331,sorgo,1143,436203.15,PUT
forrajes gutierrez sa de cv,tamaulipas,280393364,sorgo,4826,1841746.65,PUT
forrajes gutierrez sa de cv,tamaulipas,280393364,sorgo,52,19871.48,PUT
forrajes gutierrez sa de cv,tamaulipas,280393364,sorgo,75,28595.54,PUT
posta el cuatro sa de cv,tamaulipas,280393430,sorgo,10160,3877361.38,PUT
posta el cuatro sa de cv,tamaulipas,280393463,sorgo,2794,1066274.38,PUT
posta el cuatro sa de cv,tamaulipas,280393463,sorgo,2794,1066274.38,PUT
posta el cuatro sa de cv,tamaulipas,280393463,sorgo,2794,1066274.38,PUT
posta el cuatro sa de cv,tamaulipas,280393463,sorgo,2794,1066274.38,PUT
gonvisa spr de rl de cv,tamaulipas,280393497,sorgo,1143,436203.15,PUT
gonvisa spr de rl de cv,tamaulipas,280393497,sorgo,381,145401.05,PUT
gena agropecuaria sa de cv,tamaulipas,280393521,sorgo,4699,1793279.64,PUT
gena agropecuaria sa de cv,tamaulipas,280393521,sorgo,127,48467.02,PUT
trisorma spr de rl,tamaulipas,280392572,sorgo,381,143176.98,PUT
gena agropecuaria sa de cv,tamaulipas,280392754,sorgo,5588,2099929.01,PUT
gena agropecuaria sa de cv,tamaulipas,280392754,sorgo,121,45339.38,PUT
gena agropecuaria sa de cv,tamaulipas,280392754,sorgo,1784,670545.51,PUT
marcelina aguilera rodriguez,tamaulipas,280392580,sorgo,635,205267.19,CALL
jesus garza hilber,tamaulipas,280392614,sorgo,6350,2052671.89,CALL
saul gonzalez garcia,tamaulipas,280392648,sorgo,10160,3284275.02,CALL
jose antonio abularach esmery,tamaulipas,280392671,sorgo,5842,1888458.14,CALL
productores  de  los  santos davila spr de rl,tamaulipas,280392739,sorgo,3683,1190549.69,CALL
alfredo cantu villaseñor,tamaulipas,280392762,sorgo,9271,2996900.95,CALL
margarita meza rodriguez,tamaulipas,280392796,sorgo,4953,1601084.07,CALL
felipe del angel vela capistran,tamaulipas,280392820,sorgo,13336,4310610.96,CALL
everardo canales melhem,tamaulipas,280392853,sorgo,5969,1929511.57,CALL
everardo canales melhem,tamaulipas,280392853,sorgo,19559,6322229.41,CALL
daniel chaires gamez,tamaulipas,280392911,sorgo,5080,1642137.51,CALL
conagri spr de rl,tamaulipas,280392945,sorgo,889,287374.06,CALL
conagri spr de rl,tamaulipas,280392945,sorgo,1651,533694.69,CALL
victorino canales villareal,tamaulipas,280392978,sorgo,5080,1642137.51,CALL
enrique alberto garcia prado,tamaulipas,280392994,sorgo,9906,3202168.14,CALL
hugo fernandez alanis,tamaulipas,280393026,sorgo,1016,328427.5,CALL
arturo calderon esqueda,tamaulipas,280393059,sorgo,3048,985282.51,CALL
santiago ontiveros reyes,tamaulipas,280393158,sorgo,5842,1888458.14,CALL
agropecuaria valle bonito sa de cv,tamaulipas,280393174,sorgo,4699,1518977.2,CALL
josé gpe contreras martinez,tamaulipas,280393208,sorgo,9271,2996900.95,CALL
jose luis santana segura garcia,tamaulipas,280393224,sorgo,11939,3859023.15,CALL
jesus sauceda pineda,tamaulipas,280393257,sorgo,5080,1642137.51,CALL
ramon vallejo silva,tamaulipas,280393281,sorgo,6223,2011618.45,CALL
ramon vallejo silva,tamaulipas,280393315,sorgo,5080,1642137.51,CALL
ramon vallejo silva,tamaulipas,280393372,sorgo,9906,3202168.14,CALL
veronica alvarado contreras,tamaulipas,280393398,sorgo,5588,1806351.26,CALL
dario perez uresti,tamaulipas,280393414,sorgo,2921,944229.07,CALL
maria teresa marmolejo guerrero,tamaulipas,280393448,sorgo,12701,4105343.77,CALL
saul gonzalez garcia,tamaulipas,280393505,sorgo,3048,985282.51,CALL
martha paquita ramirez gonzalez,tamaulipas,280393539,sorgo,5969,1929511.57,CALL
fidel cantú rodríguez,tamaulipas,280393083,sorgo,17400,5522754.93,CALL
everardo canales melhem,tamaulipas,280392887,sorgo,2794,886865.76,CALL
everardo canales melhem,tamaulipas,280392887,sorgo,18543,5885563.65,CALL
rocio grajales morgado,tamaulipas,280392705,sorgo,508,161248.32,CALL
felipe rosalio vega avila,tamaulipas,280393133,sorgo,15368,4877761.65,CALL
ramon vallejo silva,tamaulipas,280393349,sorgo,2286,725617.44,CALL
pablo mendoza vidales,tamaulipas,280393471,sorgo,13971,4434328.78,CALL
forrajera san rafael sa de cv,tamaulipas,280290222,maíz,5080,1493865.92,PUT
jose martin gonzalez gonzalez,tamaulipas,280290255,maíz,254,74693.3,PUT
jose martin gonzalez gonzalez,tamaulipas,280290255,maíz,127,37346.65,PUT
jose martin gonzalez gonzalez,tamaulipas,280290255,maíz,127,37346.65,PUT
gumaro valdez rodriguez,tamaulipas,280290289,maíz,254,74693.3,PUT
gumaro valdez rodriguez,tamaulipas,280290289,maíz,254,74693.3,PUT
grupo gusi s de pr de rl,tamaulipas,280290313,maíz,889,261426.54,PUT
desarrollo   de   engordas estabuladas sa de cv,tamaulipas,280290347,maíz,2794,821626.26,PUT
desarrollo   de   engordas estabuladas sa de cv,tamaulipas,280290370,maíz,4064,1195092.74,PUT
ganaderia integral sk sa de cv,tamaulipas,280290404,maíz,2794,821626.26,PUT
ganaderia integral sk sa de cv,tamaulipas,280290404,maíz,1397,410813.13,PUT
compañía nacional almacenadora sa de cv,tamaulipas,280290438,maíz,508,149386.59,PUT
forrajera san rafael sa de cv,tamaulipas,280290461,maíz,508,149386.59,PUT
forrajera san rafael sa de cv,tamaulipas,280290461,maíz,381,112039.94,PUT
forrajera san rafael sa de cv,tamaulipas,280290230,maíz,4953,1890213.67,PUT
forrajera san rafael sa de cv,tamaulipas,280290230,maíz,127,48467.02,PUT
jose martin gonzalez gonzalez,tamaulipas,280290263,maíz,508,193868.07,PUT
gumaro valdez rodriguez,tamaulipas,280290297,maíz,508,193868.07,PUT
grupo gusi s de pr de rl,tamaulipas,280290321,maíz,889,339269.12,PUT
desarrollo   de   engordas estabuladas sa de cv,tamaulipas,280290388,maíz,4064,1550944.55,PUT
ganaderia integral sk sa de cv,tamaulipas,280290412,maíz,3302,1260142.45,PUT
ganaderia integral sk sa de cv,tamaulipas,280290412,maíz,103,39258.28,PUT
ganaderia integral sk sa de cv,tamaulipas,280290412,maíz,786,300010.84,PUT
forrajera san rafael sa de cv,tamaulipas,280290479,maíz,3810,1454010.52,PUT
compañía nacional almacenadora sa de cv,tamaulipas,280290446,maíz,1651,620433.57,PUT
compañía nacional almacenadora sa de cv,tamaulipas,280290446,maíz,71,26726.37,PUT
compañía nacional almacenadora sa de cv,tamaulipas,280290446,maíz,56,20999.29,PUT
compañía nacional almacenadora sa de cv,tamaulipas,280290446,maíz,254,95451.32,PUT
desarrollo   de   engordas estabuladas sa de cv,tamaulipas,280290354,maíz,2794,1049964.5,PUT
godofredo tamez gonzalez,tamaulipas,280290271,maíz,508,164213.75,CALL
j guadalupe chapa gutierrez,tamaulipas,280290362,maíz,5588,1806351.26,CALL
jesus javier chapa gutierrez,tamaulipas,280290396,maíz,8128,2627420.01,CALL
daniel gonzalez salinas,tamaulipas,280290420,maíz,8382,2709526.89,CALL
godofredo tamez gonzalez,tamaulipas,280290271,maíz,508,161248.32,CALL
francisco javier cantu garza,tamaulipas,280290453,maíz,2540,806241.6,CALL
roberto gutierrez villanueva,tamaulipas,280290487,maíz,4699,1491546.95,CALL
mario alberto chavana villareal,tamaulipas,280290248,maíz,10160,3224966.38,CALL
juan manuel ramirez de luna,tamaulipas,280290305,maíz,1016,322496.64,CALL
el rosario de abasolo spr de rl,tamaulipas,280290339,maíz,1778,564369.12,CALL
sociedad de produccion rural la india de san fernando s de pr de rs,tamaulipas,280393091,sorgo,2286,336119.83,PUT
sociedad de produccion rural la india de san fernando s de pr de rs,tamaulipas,280393091,sorgo,7493,1101726.12,PUT
sociedad de produccion rural la india de san fernando s de pr de rs,tamaulipas,280393091,sorgo,254,37346.65,PUT
carlos   gabriel   sarmiento izquierdo,tamaulipas,280393109,sorgo,9906,3144342.22,CALL
carlos   gabriel   sarmiento izquierdo,tamaulipas,280393109,sorgo,127,40312.08,CALL
molinera de mexico sa de cv,chihuahua,80591456,trigo,1497,614686.56,PUT
agro novum s de rl de cv,chihuahua,80591449,trigo,1497,410813.13,CALL
grupo industrial vida sa de cv,jalisco,140590134,trigo,816,264113.22,PUT
grupo industrial vida sa de cv,jalisco,140590142,trigo,816,335283.58,PUT
grupo industrial vida sa de cv,jalisco,140590159,trigo,953,474196.27,PUT
agropecuaria el caracol spr de rl,jalisco,140590167,trigo,2585,709586.31,CALL
molinera de mexico sa de cv,sonora,260599832,trigo,544,179040.91,PUT
molino la fama sa de cv,sonora,260599840,trigo,136,55139.24,PUT
molino la fama sa de cv,sonora,260599857,trigo,136,67000.97,PUT
serviagro del norte s de rl de cv,sonora,260599899,trigo,408,112039.94,CALL
alma nora camargo gutierrez,sonora,260599907,trigo,136,37346.65,CALL
cuevas de alessi alva marcela,sonora,260599915,trigo,272,74693.3,CALL
spr hernando de villafañe spr de rl,sinaloa,250590650,trigo,680,223801.14,PUT
munsa molinos sa de cv,sinaloa,250590692,trigo,408,134280.68,PUT
spr hernando de villafañe spr de rl,sinaloa,250590668,trigo,680,275696.19,PUT
munsa molinos sa de cv,sinaloa,250590700,trigo,408,165417.72,PUT
spr hernando de villafañe spr de rl,sinaloa,250590676,trigo,1497,737010.62,PUT
molinera del fuerte sa de cv,sinaloa,250590684,trigo,544,268003.86,PUT
munsa molinos sa de cv,sinaloa,250590718,trigo,816,402005.8,PUT
hector valdez quiroz,sinaloa,250590726,trigo,2041,560199.72,CALL
hector valdez quiroz,sinaloa,250590726,trigo,544,149386.59,CALL
hector valdez quiroz,sinaloa,250590726,trigo,272,74693.3,CALL
bodegas alfer sa de cv,sinaloa,250590734,trigo,408,112039.94,CALL
bodegas alfer sa de cv,sinaloa,250590734,trigo,136,37346.65,CALL
maria   concepcion   acosta arreola,sinaloa,250590742,trigo,1089,298773.18,CALL
maria   concepcion   acosta arreola,sinaloa,250590742,trigo,544,149386.59,CALL
molinera de mexico sa de cv,zacatecas,320590011,trigo,272,110278.48,PUT
